id,name,reaction,lower_bound,upper_bound,compartment,gene_reaction
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,,999999.0,{'c'},BSU16550
HISDr,Histidase r,his__L_c <=> nh4_c + urcan_c,-999999.0,999999.0,{'c'},BSU39350
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,,999999.0,{'c'},BSU34910
LAAL17,L amino acid ligase  Ala Ile,ala__L_c + atp_c + ile__L_c --> adp_c + ala_L_ile__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,,999999.0,{'c'},BSU24270
LAAL18,L amino acid ligase  Ser Ile,atp_c + ile__L_c + ser__L_c --> adp_c + h_c + pi_c + ser_L_ile__L_c,,999999.0,{'c'},BSU37710
LAAL19,L amino acid ligase  Gly Met,atp_c + gly_c + met__L_c --> adp_c + gly_met__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,,999999.0,{'c'},BSU29620
HKM1PP,2 hydroxy 3 keto 5 methylthiopentenyl 1 phosphate phophatase,2h3k5m_c + h2o_c --> 12d3k5m_c + h_c + pi_c,,999999.0,{'c'},BSU13600
LAAL2,L amino acid ligase  L alanylglycine,ala__L_c + atp_c + gly_c --> L_alagly_c + adp_c + h_c + pi_c,,999999.0,{'c'},BSU37710
Kt2r,Potassium reversible transport  via proton symport,h_e + k_e --> h_c + k_c,,999999.0,"{'e', 'c'}",(BSU31090 and BSU31100) or (BSU14510 and BSU13500) or BSU26640
LAAL20,L amino acid ligase  Ala Met,ala__L_c + atp_c + met__L_c --> adp_c + ala_L_met__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
LAAL21,L amino acid ligase  Ser Met,atp_c + met__L_c + ser__L_c --> adp_c + h_c + pi_c + ser_L_met__L_c,,999999.0,{'c'},BSU37710
LAAL22,L amino acid ligase  Thr Met,atp_c + met__L_c + thr__L_c --> adp_c + h_c + pi_c + thr_L_met__L_c,,999999.0,{'c'},BSU37710
HISt2r,L histidine reversible transport via proton symport,h_e + his__L_e --> h_c + his__L_c,,999999.0,"{'e', 'c'}",BSU39390 or BSU02400
HMBS,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,,999999.0,{'c'},BSU28150
HMGCOAS,Hydroxymethylglutaryl CoA synthase,coa_c + h_c + hmgcoa_c <-- aacoa_c + accoa_c + h2o_c,-999999.0,,{'c'},BSU17150
LAAL23,L amino acid ligase  met met,atp_c + 2.0 met__L_c --> adp_c + h_c + met_L_met__L_c + pi_c,,999999.0,{'c'},BSU37710
ECOAH1_1,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA,3hbycoa_c <=> b2coa_c + h2o_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
LAAL24,L amino acid ligase  gly phe,atp_c + gly_c + phe__L_c --> adp_c + gly_phe__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
Kt3r,Potassium transport out via proton antiport,h_e + k_c --> h_c + k_e,,999999.0,"{'e', 'c'}",BSU31610 or BSU31660 or BSU31600 or BSU31620 or BSU31630 or BSU31650
HMGL,Hydroxymethylglutaryl-CoA lyase,hmgcoa_c --> acac_c + accoa_c,,999999.0,{'c'},BSU18230
HOXPRx,2 hydroxy 3 oxopropionate reductase  NAD,glyc__R_c + nad_c <=> 2h3opp_c + h_c + nadh_c,-999999.0,999999.0,{'c'},BSU13960
HMPK1,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,,999999.0,{'c'},BSU11710 or BSU38020
ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),3hhcoa_c <=> h2o_c + hx2coa_c,-999999.0,999999.0,{'c'},BSU28540 or BSU18220
HP5CD_1,3 hydroxy 1 pyrroline 5 carboxylate dehydrogenase,1p3h5c_c + 2.0 h2o_c + nad_c --> 4hglu_c + h_c + nadh_c,,999999.0,{'c'},BSU37780
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,-999999.0,999999.0,"{'e', 'c'}",BSU31322
HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,,999999.0,{'c'},BSU00790
LAAL25,L amino acid ligase  Ala phe,ala__L_c + atp_c + phe__L_c --> adp_c + ala_L_phe__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
ECOAH2c,Enoyl CoA hydratase  bacterial,2mp2coa_c + h2o_c + h_c <=> hibcoa_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
LAAF,Alpha N arabinofuranosidase,Larab_e + 3.0 h2o_e --> 3.0 arab__L_e,,999999.0,{'e'},BSU28720 or BSU28510
LAAL1,L amino acid ligase  L glycine L glycine,atp_c + 2.0 gly_c --> adp_c + glygly_c + h_c + pi_c,,999999.0,{'c'},BSU37710
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-999999.0,999999.0,{'c'},BSU32260
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,,999999.0,{'c'},BSU32240
HSST,Homoserine O-succinyltransferase,hom__L_c + succoa_c <=> coa_c + suchms_c,-999999.0,999999.0,{'c'},BSU21910
LAAL10,L amino acid ligase  Thr Thr,atp_c + 2.0 thr__L_c --> adp_c + h_c + pi_c + thr_L_thr__L_c,,999999.0,{'c'},BSU37710
LAAL11,L amino acid ligase  Ala Val,ala__L_c + atp_c + val__L_c --> adp_c + ala_L_val__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
HXAD,Hexosaminidase,chitob_c + h2o_c --> 2.0 acgam_c,,999999.0,{'c'},BSU35780
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),3hocoa_c <=> h2o_c + oc2coa_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
HSTPTr,Histidinol phosphate transaminase,glu__L_c + imacp_c <=> akg_c + h_c + hisp_c,-999999.0,999999.0,{'c'},BSU34890 or BSU22620
LAAL12,L amino acid ligase  Ser Val,atp_c + ser__L_c + val__L_c --> adp_c + h_c + pi_c + ser_L_val__L_c,,999999.0,{'c'},BSU37710
LAAL13,L amino acid ligase  Gly Leu,atp_c + gly_c + leu__L_c --> adp_c + gly_leu__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),3hdcoa_c <=> dc2coa_c + h2o_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
LAAL14,L amino acid ligase  ser leu,atp_c + leu__L_c + ser__L_c --> adp_c + h_c + pi_c + ser_L_leu__L_c,,999999.0,{'c'},BSU37710
LAAL15,L amino acid ligase  Ala Leu,ala__L_c + atp_c + leu__L_c --> adp_c + ala_L_leu__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
LAAL16,L amino acid ligase  Thr Leu,atp_c + leu__L_c + thr__L_c --> adp_c + h_c + pi_c + thr_L_leu__L_c,,999999.0,{'c'},BSU37710
LAAL26,L amino acid  ser phe,atp_c + phe__L_c + ser__L_c --> adp_c + h_c + pi_c + ser_L_phe__L_c,,999999.0,{'c'},BSU37710
LAAL27,L amino acid ligase  Thr Phe,atp_c + phe__L_c + thr__L_c --> adp_c + h_c + pi_c + thr_L_phe__L_c,,999999.0,{'c'},BSU37710
ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <=> akg_c + co2_c + nadph_c,-999999.0,999999.0,{'c'},BSU29130
ICHORT,Isochorismatase,h2o_c + ichor_c --> 23ddhb_c + pyr_c,,999999.0,{'c'},BSU31970
IG3PS_1,Imidazole glycerol 3 phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + 2.0 h_c,,999999.0,{'c'},BSU34870
IGPDH_1,Imidazoleglycerol phosphate dehydratase,eig3p_c + h_c --> h2o_c + imacp_c,,999999.0,{'c'},BSU34900
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,,999999.0,{'c'},BSU22660
ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <=> 2o3mpt_c + h_c + nadh_c + nh4_c,-999999.0,999999.0,{'c'},BSU24080
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,,999999.0,{'c'},BSU00090
ILETA,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,-999999.0,999999.0,{'c'},BSU02390 or BSU38550
ILEt2r,L isoleucine reversible transport via proton symport,h_e + ile__L_e --> h_c + ile__L_c,,999999.0,"{'e', 'c'}",BSU26690 or (BSU26710 and BSU26700) or BSU29600
LAAL28,L amino acid ligase  met phe,atp_c + met__L_c + phe__L_c --> adp_c + h_c + met_L_phe__L_c + pi_c,,999999.0,{'c'},BSU37710
LAAL29,L amino acid ligase  gly tyr,atp_c + gly_c + tyr__L_c --> adp_c + gly_tyr__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
ECOAH5_1,3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA,3hddcoa_c <=> h2o_c + trans_dd2coa_c,-999999.0,999999.0,{'c'},BSU28540 or BSU18220
LAAL3,L amino acid ligase  L serylglycine,atp_c + gly_c + ser__L_c --> L_sergly_c + adp_c + h_c + pi_c,,999999.0,{'c'},BSU37710
LAAL30,L amino acid  Ala Tyr,ala__L_c + atp_c + tyr__L_c --> adp_c + ala_L_tyr__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
INS2D,Inositol 2-dehydrogenase,inost_c + nad_c --> 2ins_c + h_c + nadh_c,,999999.0,{'c'},BSU39700
ECOAH6,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),3htdcoa_c <=> h2o_c + td2coa_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
INSTt2,Inositol transport in via proton symport,h_e + inost_e --> h_c + inost_c,,999999.0,"{'e', 'c'}",BSU06230 or BSU39710
IPDPUPT,Di trans poly cis Decaprenyl diphosphateisopentenyl diphosphate undecaprenylcistransferase,7.0 ipdp_c + tcggrpp_c --> dtpcudcpp_c + 7.0 ppi_c,,999999.0,{'c'},BSU16530
LANTHabc,Lanthionine transport via ABC system,atp_c + h2o_c + lanth_e --> adp_c + h_c + lanth_c + pi_c,,999999.0,"{'e', 'c'}",
LIPO1S24_BS,Lipoteichoic acid synthesis  n24   linked  glucose substituted,2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 udpg_c --> 2400.0 cmp_c + 4800.0 h_c + lipo1_24_BS_c + 2400.0 udp_c,,999999.0,{'c'},
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,,999999.0,{'c'},BSU28270
ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),3hhdcoa_c <=> h2o_c + hdd2coa_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,,999999.0,{'c'},BSU28280
IZPN_1,Imidazolonepropionase,4izp_c + h2o_c --> forglu_c,,999999.0,{'c'},BSU39370
LIPO2S24_BS,Lipoteichoic acid synthesis  n24   linked  N acetylglucosamine substituted,2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 uacgam_c --> 2400.0 cmp_c + 4800.0 h_c + lipo2_24_BS_c + 2400.0 udp_c,,999999.0,{'c'},
LIPO4S24_BS,Lipoteichoic acid synthesis  n24   linked  unsubstituted,2400.0 cdpglyc_c + d12dg_BS_c --> 2400.0 cmp_c + 2400.0 h_c + lipo4_24_BS_c,,999999.0,{'c'},
LIPTabc,Lipoic acid transport via ABC system,atp_c + h2o_c + lipt_e --> adp_c + h_c + lipt_c + pi_c,,999999.0,"{'e', 'c'}",
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-999999.0,999999.0,{'c'},BSU28260 and BSU28250
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-999999.0,999999.0,{'c'},BSU28260 and BSU28250
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,-999999.0,999999.0,{'c'},BSU28290
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,-999999.0,999999.0,{'c'},BSU28290
LYSLG_BS,Lysylphosphatidylglycerol synthesis,atp_c + lys__L_c + 0.01 pgly_BS_c --> amp_c + h_c + 0.01 lysylpgly_BS_c + ppi_c,,999999.0,{'c'},BG12900
MALTTRabc,Maltotriose transport via ABC system,atp_c + h2o_c + malttr_e --> adp_c + h_c + malttr_c + pi_c,,999999.0,"{'e', 'c'}",
MAL_Dt2,D malate transport in via proton symport,h_e + mal__D_e --> h_c + mal__D_c,,999999.0,"{'e', 'c'}",
MAN1Pt6,MAN1P transport inout via proton symport,h_e + man1p_e <=> h_c + man1p_c,-999999.0,999999.0,"{'e', 'c'}",
MAN6Pt6,MAN6P transport inout via proton symport,h_e + man6p_e <=> h_c + man6p_c,-999999.0,999999.0,"{'e', 'c'}",
KAS1,B-ketoacyl synthetase (Iso-C14:0),14.0 h_c + ibcoa_c + 5.0 malcoa_c + 10.0 nadph_c --> 5.0 co2_c + 6.0 coa_c + fa1_c + 4.0 h2o_c + 10.0 nadp_c,,999999.0,{'c'},(BSU15900 and BSU11340 and BSU15910 and BSU11330 and BSU11720 and BSU04030) or (BSU15900 and BSU11340 and BSU15910 and BSU10170 and BSU08650 and BSU36370)
LAAL31,L amino acid ligase  Ser Tyr,atp_c + ser__L_c + tyr__L_c --> adp_c + h_c + pi_c + ser_L_tyr__L_c,,999999.0,{'c'},BSU37710
ECOAH9ir,2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA,2mb2coa_c + h2o_c <=> 3hmbcoa_c,-999999.0,999999.0,{'c'},BSU18220 or BSU28540
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,2ddg6p_c --> g3p_c + pyr_c,,999999.0,{'c'},BSU22100
MANAO,Mannonate oxidoreductase,mana_c + nad_c <=> fruur_c + h_c + nadh_c,-999999.0,999999.0,{'c'},
METt3,L methionine transport out via proton antiport,h_e + met__L_c --> h_c + met__L_e,,999999.0,"{'e', 'c'}",
ENO,Enolase,2pg_c <=> h2o_c + pep_c,-999999.0,999999.0,{'c'},BSU33900
MELIBt2,Melibiose transport in via symport,h_e + melib_e --> h_c + melib_c,,999999.0,"{'e', 'c'}",
NACt,Nicotinic acid transport,nac_e --> nac_c,,999999.0,"{'e', 'c'}",
MALt2r,L malate reversible transport via proton symport,h_e + mal__L_e --> h_c + mal__L_c,,999999.0,"{'e', 'c'}",BSU04470 or BSU38770 or BSU07570
ETHAt6,Ethanolamine transport inout via proton symport,etha_e + h_e <=> etha_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU39450
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c --> 2mecdp_c + cmp_c,,999999.0,{'c'},BSU00910
NMNHYD,Nicotinamide ribonucleotide phosphohydrolase,h2o_c + nmn_c <=> pi_c + rnam_c,-999999.0,999999.0,{'c'},
LCYSTabc,Cysteate transport via ABC system,Lcyst_e + atp_c + h2o_c --> Lcyst_c + adp_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU08840 and BSU08830 and BSU08850
MANt2,D mannose transport in via proton symport,h_e + man_e --> h_c + man_c,,999999.0,"{'e', 'c'}",BSU10520
LLEUDr,L leucine dehydrogenase,h2o_c + leu__L_c + nad_c <=> 4mop_c + h_c + nadh_c + nh4_c,-999999.0,999999.0,{'c'},BSU24080
L_LACt2r,L lactate reversible transport via proton symport,h_e + lac__L_e <=> h_c + lac__L_c,-999999.0,999999.0,"{'e', 'c'}",BSU03060 or BSU34190
MTAN,Methylthioadenosine nucleosidase,5mta_c + h2o_c --> 5mtr_c + ade_c,,999999.0,{'c'},BSU27270
MOPSabc,MOPS transport via ABC system,atp_c + h2o_c + mops_e --> adp_c + h_c + mops_c + pi_c,,999999.0,"{'e', 'c'}",BSU08840 and BSU08830 and BSU08850
MLTG1,Maltodextrin glucosidase (maltotriose),h2o_c + malttr_c --> glc__D_c + malt_c,,999999.0,{'c'},BSU34560
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,-999999.0,999999.0,{'c'},BSU31750
MLTG2,Maltodextrin glucosidase (maltotetraose),h2o_c + maltttr_c --> glc__D_c + malttr_c,,999999.0,{'c'},BSU34560
LAAL32,L amino acid ligase  Met Tyr,atp_c + met__L_c + tyr__L_c --> adp_c + h_c + met_L_tyr__L_c + pi_c,,999999.0,{'c'},BSU37710
LEUTA,Leucine transaminase,akg_c + leu__L_c <=> 4mop_c + glu__L_c,-999999.0,999999.0,{'c'},BSU38550 or BSU02390
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,,999999.0,{'c'},BSU13180
LEUt2r,L leucine reversible transport via proton symport,h_e + leu__L_e <=> h_c + leu__L_c,-999999.0,999999.0,"{'e', 'c'}",(BSU26710 and BSU26700) or BSU29600 or BSU26690
O2t,O2 transport  diffusion,o2_e <=> o2_c,-999999.0,999999.0,"{'e', 'c'}",
LAAL33,L amino acid ligase  ala trp,ala__L_c + atp_c + trp__L_c --> adp_c + ala_L_trp__L_c + h_c + pi_c,,999999.0,{'c'},BSU37710
LACZ,B-galactosidase,h2o_c + lcts_c --> gal_c + glc__D_c,,999999.0,{'c'},BSU34130
LIPO3S24_BS,Lipoteichoic acid synthesis  n24   unliked  D alanine substituted,2400.0 ala__D_c + 2400.0 atp_c + 2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 h2o_c --> 2400.0 amp_c + 2400.0 cmp_c + 4800.0 h_c + lipo3_24_BS_c + 2400.0 ppi_c,,999999.0,{'c'},BSU38500 and BSU38510 and BSU38520 and BSU38530
METSR_R1,L methionine R oxide reductase  trdrd,metox__R_c + trdrd_c --> h2o_c + met__L_c + trdox_c,,999999.0,{'c'},BSU21680
METSR_R2,L methionine R oxide  H2O2,h2o2_c + met__L_c --> h2o_c + metox__R_c,,999999.0,{'c'},BSU21680
METSabc,L methionine S oxide transport via ABC system,atp_c + h2o_c + metox_e --> adp_c + h_c + metox_c + pi_c,,999999.0,"{'e', 'c'}",(BSU32730 and BSU32740 and BSU32750) or (BSU29380 and BSU29370 and BSU29360 and BSU29350 and BSU29340)
METDabc,D-methionine transport via ABC system,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,999999.0,"{'e', 'c'}",(BSU29380 and BSU29370 and BSU29360 and BSU29350 and BSU29340) or (BSU32730 and BSU32740 and BSU32750)
METabc,L-methionine transport via ABC system,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,999999.0,"{'e', 'c'}",(BSU32730 and BSU32740 and BSU32750) or (BSU29380 and BSU29370 and BSU29360 and BSU29350 and BSU29340)
METSR_S1,L methionine S oxide reductase  trdrd,metox_c + trdrd_c --> h2o_c + met__L_c + trdox_c,,999999.0,{'c'},BSU21690
METSR_S2,L methionine S oxide reductase  H2O2,h2o2_c + met__L_c --> h2o_c + metox_c,,999999.0,{'c'},BSU21690
METTRS,Methionyl-tRNA synthetase,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,,999999.0,{'c'},BSU00380
MGSA,Methylglyoxal synthase,dhap_c --> mthgxl_c + pi_c,,999999.0,{'c'},BSU22480
LYSAM,"Lysine 2,3-aminomutase",lys__L_c <=> 36dahx_c,-999999.0,999999.0,{'c'},BSU19690
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,,999999.0,{'c'},
LCTSabc,Lactose transport via ABC system (import),atp_c + h2o_c + lcts_e --> adp_c + h_c + lcts_c + pi_c,,999999.0,"{'e', 'c'}",BSU06970 and BSU06980 and BSU06990
MGt5,Magnesium transport in/out via permease (no H+),mg2_c <=> mg2_e,-999999.0,999999.0,"{'e', 'c'}",BSU13300 or BSU08000 or BSU24740
PALAt2,Palatinose transport in via proton symport,h_e + pala_e --> h_c + pala_c,,999999.0,"{'e', 'c'}",
MMSAD2,Methylmalonate-semialdehyde dehydrogenase (propanol),coa_c + nad_c + ppal_c --> h_c + nadh_c + ppcoa_c,,999999.0,{'c'},BSU39760
MI1PP,Myo-inositol 1-phosphatase,h2o_c + mi1p__D_c --> inost_c + pi_c,,999999.0,{'c'},BSU14670
LDH2,L lactate dehydrogenase  2 Hydroxybutanoic acid,2hbut_c + nad_c <=> 2obut_c + h_c + nadh_c,-999999.0,999999.0,{'c'},BSU03050
LDH_L,L-lactate dehydrogenase,lac__L_c + nad_c <=> h_c + nadh_c + pyr_c,-999999.0,999999.0,{'c'},BSU03050
PAP_BS,Phosphatidic acid phosphatase,0.01 12dag3p_BS_c + h2o_c --> 0.01 12dgr_BS_c + pi_c,,999999.0,{'c'},
LYSDC,Lysine decarboxylase,h_c + lys__L_c --> 15dap_c + co2_c,,999999.0,{'c'},BSU00270
MCITL2,Methylisocitrate lyase,micit_c <=> pyr_c + succ_c,-999999.0,999999.0,{'c'},BSU24120
PEPt6,Phosphoenolpyruvate transport in via proton symport,h_e + pep_e <=> h_c + pep_c,-999999.0,999999.0,"{'e', 'c'}",
MMSAD3,Methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde),coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,,999999.0,{'c'},BSU39760
PGL,6-phosphogluconolactonase,6pgl_c + h2o_c --> 6pgc_c + h_c,,999999.0,{'c'},
MMSDHir,Methylmalonate semialdehyde dehydrogenase  acylating,coa_c + mmalsa__S_c + nad_c --> co2_c + nadh_c + ppcoa_c,,999999.0,{'c'},BSU39760
MMSAD1,Methylmalonate semialdehyde dehydrogenase,2mop_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,,999999.0,{'c'},BSU39760
MNNH,D-mannonate hydrolyase,mana_c --> 2ddglcn_c + h2o_c,,999999.0,{'c'},BSU12340
LYSt3r,L lysine transport out via proton antiport reversible,h_e + lys__L_c <=> h_c + lys__L_e,-999999.0,999999.0,"{'e', 'c'}",BSU10870
MAN6PI,Mannose-6-phosphate isomerase,man6p_c <=> f6p_c,-999999.0,999999.0,{'c'},BSU12020 or BSU35790
M1PD,Mannitol-1-phosphate 5-dehydrogenase,mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,-999999.0,999999.0,{'c'},BSU03990
MAL6PG,Maltose 6  phosphate glucosidase,h2o_c + malt6p_c --> g6p_c + glc__D_c,,999999.0,{'c'},BSU08180
MALT,Alpha glucosidase,h2o_c + malt_c --> 2.0 glc__D_c,,999999.0,{'c'},BSU34560
MNabc,Manganese transport via ABC system,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,,999999.0,"{'e', 'c'}",BSU30770 and BSU30760 and BSU30750 and BSU30740
MNt2,Manganese transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,,999999.0,"{'e', 'c'}",BSU04360
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,,999999.0,{'c'},BSU22430
MPL,Maltose phosphorylase,malt_c + pi_c --> g1p_B_c + glc__D_c,,999999.0,{'c'},BSU34570
MOBDabc,Molybdate transport via ABC system,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,,999999.0,"{'e', 'c'}",BSU33370 and BSU33380 and BSU33390
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,-999999.0,999999.0,{'c'},BSU24310
MALTATr,Maltose O-acetyltransferase,accoa_c + malt_c --> acmalt_c + coa_c,,999999.0,{'c'},BSU40850
MCA,Methyl cis aconitase,2mcit_c <=> micit_c,-999999.0,999999.0,{'c'},BSU24130
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,-999999.0,999999.0,{'c'},BSU24310
PGPPH_BS,Phosphatidylglycerophosphate phosphohydrolase,h2o_c + 0.01 pglyp_BS_c --> 0.01 pgly_BS_c + pi_c,,999999.0,{'c'},
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,,999999.0,{'c'},BSU11010
MALTabc,Maltose transport via ABC system,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,,999999.0,"{'e', 'c'}",(BSU34610 and BSU34600 and BSU34590) or (BSU34160 and BSU34150 and BSU34140) or (BSU30290 and BSU30280 and BSU30270)
MALTpts,Maltose transport via PEP:Pyr PTS,malt_e + pep_c --> malt6p_c + pyr_c,,999999.0,"{'e', 'c'}",BSU08200 and BSU13900 and BSU13910
MALt10,Malate HNa lactate antiporter,2.0 h_e + lac__L_c + mal__L_e + na1_c --> 2.0 h_c + lac__L_e + mal__L_c + na1_e,,999999.0,"{'e', 'c'}",BSU23560
MCITS,2-methylcitrate synthase,h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c,,999999.0,{'c'},BSU24140
OXGDC,2 oxoglutarate decarboxylase,akg_c + h_c --> co2_c + sucsal_c,,999999.0,{'c'},BSU30820
MALt4,Namalate symporter,mal__L_e + na1_e --> mal__L_c + na1_c,,999999.0,"{'e', 'c'}",BSU31580
MCSNAH,5-Methylcytosine aminohydrolase,5mcsn_c + h2o_c + h_c <=> nh4_c + thym_c,-999999.0,999999.0,{'c'},BSU00180
MTRI,5-methylthioribose-1-phosphate isomerase,5mdr1p_c <=> 5mdru1p_c,-999999.0,999999.0,{'c'},BSU13550
MTRK,5-methylthioribose kinase,5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c,,999999.0,{'c'},BSU13560
NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,,999999.0,{'c'},BSU11610
NADK1,NAD kinase  GTP,gtp_c + nad_c --> gdp_c + h_c + nadp_c,,999999.0,{'c'},BSU11610
NADH4,NADH dehydrogenase  Menaquinone 7  no proton,h_c + mqn7_c + nadh_c --> mql7_c + nad_c,,999999.0,{'c'},BSU32200 or BSU12290 or BSU32100
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,-999999.0,999999.0,{'c'},BSU29120
NADK2,NAD kinase  dATP,datp_c + nad_c --> dadp_c + h_c + nadp_c,,999999.0,{'c'},BSU11610
ORNTAC_1,Ornithine transacetylase,acorn_c + glu__L_c <=> acglu_c + orn__L_c,-999999.0,999999.0,{'c'},BSU11200
NADK3,NAD kinase  dGTP,dgtp_c + nad_c --> dgdp_c + h_c + nadp_c,,999999.0,{'c'},BSU11610
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,5mdru1p_c --> dkmpp_c + h2o_c,,999999.0,{'c'},BSU13610
MALDDH,Malate decarboxylating oxidoreductase (decarboxylating),mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,,999999.0,{'c'},BSU04000
